label,feature_integer1,feature_integer2,feature_integer3,feature_integer4,feature_integer5,feature_integer6,feature_integer7,feature_integer8,feature_integer9,feature_integer10,feature_integer11,feature_integer12,feature_integer13,categorical_feature1,categorical_feature2,categorical_feature3,categorical_feature4,categorical_feature5,categorical_feature6,categorical_feature7,categorical_feature8,categorical_feature9,categorical_feature10,categorical_feature11,categorical_feature12,categorical_feature13,categorical_feature14,categorical_feature15,categorical_feature16,categorical_feature17,categorical_feature18,categorical_feature19,categorical_feature20,categorical_feature21,categorical_feature22,categorical_feature23,categorical_feature24,categorical_feature25,categorical_feature26,Id
1,14.0,315.0,5.0,120.16365172942831,32.39126543994337,0.0,0.0,11,5,0.0,5.7188198880494845,16295.968451895678,5.0,e5f3fd8d,a15d1051,10448b24,4c3b4496,a0f6c757,919c68e4,5e6216de,43426c29,a48e16ed,7de9c0a9,6652dc64,12716184,6397311a,be4ee537,f3bbfe99,4cdc3efa,d20856aa,7232d217,9512c20b,febfd863,a3323ca1,c8e1ee56,a8abcb7e,b3116c88,991321ea,ed10571d,18
1,33.51589739172469,441.2116154583853,1.0,1.0,32.39126543994337,1.0,0.0,0,1,1.0,5.7188198880494845,168.0,1.0,b9c8d96b,04fd83f3,b2e8b8ef,72e99bed,729e35ab,6fcd6dcb,0a4d2dde,b2a2bd17,2e4e821f,6c265ee4,fa037a56,314a8832,00c5ffb7,be4ee537,57469cbd,4cdc3efa,753da5f3,a1eb1511,9512c20b,16e03359,1e197b4e,3f2cb953,b53ba257,9c62dc12,991321ea,b757e957,19
0,6.0,166.0,6.601761753697804,164.0,1.0,2.2903154300558843,0.0,26,0,0.3717501848624462,1.0,40848.0,7.764677000558237,ad98e872,ac4c5591,9a6f2587,26d2c3a9,4f59463a,6fcd6dcb,bd298aaf,73f9dacc,e25a4c11,62da11e3,14874876,8bf20323,00c5ffb7,be4ee537,c76f0d8a,4cdc3efa,d20856aa,a1eb1511,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,36d26534,991321ea,e1be5ef2,20
0,33.51589739172469,188.0,6.601761753697804,11.0,5.0,0.0,0.0,477,3,0.0,1.0,4579.0,7.764677000558237,e5f3fd8d,a15d1051,5bd4f067,01946bd1,c6fc10d3,6fcd6dcb,16c09931,43426c29,2e4e821f,7de9c0a9,6652dc64,a5aa6a3a,a77a4a56,be4ee537,f3bbfe99,4cdc3efa,d20856aa,b8170bba,9512c20b,febfd863,a3323ca1,c8e1ee56,1752e9e8,1eaafedd,30436bfc,ed10571d,21
0,10.0,7535.0,5.0,120.16365172942831,32.39126543994337,0.0,0.0,63,32,0.0,5.7188198880494845,1321.0,6.0,91c3c8e0,63bf29ab,67b80ede,6faef306,eb4f1d5b,6fcd6dcb,b5b9ab2d,ab96c6b2,7cee8453,2fc71782,c939136f,b96d6fb7,00c5ffb7,be4ee537,26fc4ce5,4cdc3efa,d20856aa,b8170bba,b49a729d,c4c7eb03,65caf1d8,895cd8d6,d3df7183,e9793aca,ff654802,b757e957,22
1,9.0,51.0,6.0,120.16365172942831,32.39126543994337,0.0,0.0,38,12,0.0,5.7188198880494845,816.0,6.0,265366bf,32c12cb1,bf34b749,f2463ffb,c6fc10d3,6fcd6dcb,2d72123e,d4612c5c,25dd8f9a,e63d98b4,c939136f,c60e6cac,405ca118,be4ee537,1de734ba,4cdc3efa,d20856aa,b8170bba,9512c20b,47849e55,73b3f46d,d994ba60,d3df7183,59c61d47,321935cd,b757e957,23
0,1.0,2018.0,6.601761753697804,120.16365172942831,32.39126543994337,2.2903154300558843,0.0,1,0,0.3717501848624462,5.7188198880494845,8143.0,7.764677000558237,b34909e7,ba1b3ef5,8e3272dd,6521d620,c6fc10d3,6fcd6dcb,1d46faaf,0bcd3004,2e4e821f,3b9eca45,0da2c36c,9802122b,a77a4a56,be4ee537,2f8017d8,4cdc3efa,d20856aa,b8170bba,139221a3,b8a0026e,7fe52a5b,80ac3634,d3df7183,ce92c5d2,ff654802,de53bdf9,24
1,21.0,30.0,5.0,120.16365172942831,32.39126543994337,0.0,0.0,0,6,0.0,5.7188198880494845,1.0,5.0,73eb99f9,8b68dbb8,01a0c607,f2463ffb,ec4f90be,6fcd6dcb,a7fad249,b376349d,2e4e821f,4b690183,b59debeb,e8f7f027,00c5ffb7,be4ee537,9ad63abb,4cdc3efa,d20856aa,b8170bba,9512c20b,293392e7,9934ff9b,612d707a,f6a673fc,16e6b497,ff654802,b757e957,25
1,21.0,168.0,2.0,120.16365172942831,32.39126543994337,0.0,0.0,0,2,0.0,5.7188198880494845,208833.0,2.0,e144bfc2,c7212dfd,ce0dc38f,941fda9d,1315f676,919c68e4,478332be,e2feb80c,a48e16ed,b2d4ee66,ce9e2276,12716184,bf78d0d4,521d9fcb,ee9113d4,2d45f65c,753da5f3,628f1b8d,1889c49d,4cd4e9a8,48d28ef4,e56b612d,3377aca0,28a1a1a1,d5578a54,ed10571d,26
1,35.0,1072.0,8.0,0.0,31.0,3.0,0.0,1,10,1.0,10.0,2.0,0.0,3b81e19f,a05171f1,2e8b2631,b7c204f1,6f6f2db7,6fcd6dcb,16e08b25,670da99c,2e4e821f,b0e1e9c9,b59debeb,2974d88b,a77a4a56,19eb8952,484a5e08,330c9d3e,1f7fc70b,b8170bba,9512c20b,4cedcf4e,2b351743,cc5f7e0d,e02815ac,1652193e,d5578a54,2f33557c,27
0,31.0,799.0,6.601761753697804,557.0,22.0,0.0,0.0,132,0,0.0,3.0,25146.0,7.764677000558237,ad98e872,ac4c5591,6c98c888,6faef306,729e35ab,6fcd6dcb,b85e617a,73f9dacc,2e4e821f,62da11e3,14874876,a5b420bf,a77a4a56,be4ee537,c76f0d8a,4cdc3efa,d20856aa,b8170bba,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,52be751d,30436bfc,e1be5ef2,28
1,10.0,159.0,5.0,120.16365172942831,32.39126543994337,0.0,0.0,0,12,0.0,5.7188198880494845,2819.0,5.0,788a5d5b,0f636fe1,01a0c607,f2463ffb,fcd95698,6fcd6dcb,a7fad249,cd5745bc,2e4e821f,16ec16d6,fa478aa9,12716184,e07cc34d,be4ee537,1748f7cb,4cdc3efa,d20856aa,7232d217,9512c20b,ef426d46,0683bc6f,6e86ac23,d3df7183,16e6b497,30436bfc,b757e957,29
1,4.0,596.0,1.0,5.0,1.0,0.0,0.0,1,1,0.0,1.0,1478.0,1.0,c9029736,4b5c7be3,8cb3cbea,f2463ffb,1315f676,6fcd6dcb,a1b0240b,8f551379,2e4e821f,2d44eabc,e218472a,54c552dd,a77a4a56,548837e5,c7b99eb2,2514f91d,1f7fc70b,6691e292,9512c20b,1293de01,60c007cf,8ab2b509,c9d9a16d,715dcbd0,30436bfc,2f33557c,30
1,33.51589739172469,338.0,3.0,6.0,78.0,1.0,3.0,12,7,1.0,20.0,1211.0,3.0,265366bf,b1feb7c7,bda1af36,4c3b4496,9a4f50ff,6fcd6dcb,2dcd28f9,ab96c6b2,25dd8f9a,e63d98b4,c939136f,e4cb4b7b,26bb0b02,be4ee537,5cbc7f6a,4cdc3efa,d20856aa,628f1b8d,108a0699,47849e55,73b3f46d,d994ba60,d3df7183,8c573d44,321935cd,2ba8d787,31
1,1.0,2.0,1.0,115.0,21.0,0.0,0.0,0,5,0.0,1.0,30299.0,5.0,0bfe8193,cb262faa,0bad99ff,f2463ffb,4da985fe,6fcd6dcb,bf76af72,0bcd3004,a48e16ed,bcd97803,0da2c36c,ab75d3fe,a77a4a56,be4ee537,1c3ac882,4cdc3efa,d20856aa,b8170bba,b49a729d,e19f94a4,7fe52a5b,86fab3ad,d3df7183,8e915006,ff654802,7c94c9ef,32
0,5.0,10.0,9.0,6.0,1.0,2.0,0.0,5,9,1.0,1.0,11.0,6.0,265366bf,0b2eef66,7087c844,67ecc871,e62c84df,6fcd6dcb,00ba3727,ab96c6b2,25dd8f9a,e63d98b4,c939136f,a85f2392,a77a4a56,be4ee537,eff53493,4cdc3efa,d20856aa,d75a120f,108a0699,47849e55,73b3f46d,d994ba60,d3df7183,26385424,321935cd,2ba8d787,33
0,29.0,41.0,8.0,32.0,1.0,0.0,0.0,63,6,0.0,1.0,2784.0,13.0,ad98e872,3dbb483e,be908cfa,67ecc871,c6fc10d3,6fcd6dcb,e87fcdaa,54cd7262,2e4e821f,62da11e3,14874876,cea3f5f3,a77a4a56,be4ee537,a63cedcf,4cdc3efa,d20856aa,7232d217,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,75eda050,30436bfc,e1be5ef2,34
1,16.0,875.0,7.0,51.0,33.0,0.0,0.0,2,24,0.0,6.0,1422.0,7.0,d4523b44,37e1f87f,ee715bd7,c6f42255,27d2607e,6fcd6dcb,96c69d37,e2feb80c,2e4e821f,8b714acd,04db72cd,6af001bb,a77a4a56,e3c66948,565b19a7,2d45f65c,753da5f3,a1eb1511,09c8c22c,49f50a01,e6275603,70cac91b,75cfb85b,b165eb6e,5009452d,962813c6,35
0,64.0,4918.0,6.601761753697804,681.0,5.0,0.0,0.0,0,1,0.0,4.0,7427.0,7.764677000558237,ad98e872,b61ae950,554939ed,6faef306,c6fc10d3,6fcd6dcb,f270504e,05e18895,2e4e821f,62da11e3,14874876,b9b45939,a77a4a56,672e9cf8,8afefc2d,94cc3bb5,1f7fc70b,b8170bba,9512c20b,156cbe87,96fbe197,15562d5d,ac4340ac,b8fa51da,30436bfc,b757e957,36
0,22.0,120.0,4.0,33.0,12.0,0.0,0.0,13,0,0.0,8.0,7377.0,4.0,ad98e872,3dbb483e,63fa9a31,686de0c2,a7286eb3,6fcd6dcb,2d979239,54cd7262,7cee8453,62da11e3,14874876,cff63ab8,a77a4a56,be4ee537,a63cedcf,4cdc3efa,d20856aa,a1eb1511,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,d9e01505,ff654802,e1be5ef2,37
0,15.0,441.2116154583853,3.0,120.16365172942831,32.39126543994337,0.0,0.0,47,26,0.0,5.7188198880494845,148.0,3.0,61b780a9,a0d14bda,fef52480,67ecc871,27d2607e,6fcd6dcb,c1f030a3,09f8a09d,54a003de,61bd2f4c,c417ac85,947475a6,405ca118,afed79a4,2b083b96,10dd3744,753da5f3,b8170bba,1889c49d,93d6b62f,9932951e,e44cdbe2,174c8949,a2f71d34,30436bfc,2ccea557,38
1,2.0,49.0,6.601761753697804,157.0,1.0,0.0,0.0,1,4,0.0,1.0,19100.0,7.764677000558237,265366bf,c34c7d54,fdc902c2,a481413a,1315f676,6fcd6dcb,d6485ffd,ab96c6b2,2e4e821f,e63d98b4,c939136f,57c4b027,00c5ffb7,be4ee537,5cbc7f6a,4cdc3efa,d20856aa,b8170bba,108a0699,47849e55,73b3f46d,d994ba60,d3df7183,cdaa708f,ff654802,2ba8d787,39
1,13.0,314.0,1.0,120.16365172942831,5.0,0.0,0.0,0,1,0.0,3.0,35480.0,1.0,1a1d98c9,0a278606,5558fc92,f8d4e630,9ab86d62,919c68e4,2ce8fb03,508ba7bb,e25a4c11,e2675c36,594bf776,12716184,a77a4a56,32d814a6,f9bcc0b4,70198717,1f7fc70b,a1eb1511,9512c20b,0cdd69a0,4b6814bf,3b4aa440,c354ca87,1f918f46,cdc3217e,b757e957,40
1,33.51589739172469,17.0,6.601761753697804,2.0,62.0,0.0,0.0,0,1,0.0,6.0,5675.0,7.764677000558237,447072d2,831049b5,d8a8fb50,6521d620,d5b0c4ea,6fcd6dcb,aba784ab,67db932f,2e4e821f,80485d46,f8b2f917,05c8a7fd,f4fc3c5e,be4ee537,bb7c59a5,4cdc3efa,d20856aa,ab4667da,108a0699,1b95be85,a014cf28,9b282c5d,d3df7183,ba4ae799,30436bfc,2997ef88,41
1,1.0,4.0,6.601761753697804,120.16365172942831,32.39126543994337,2.2903154300558843,0.0,19,0,0.3717501848624462,5.7188198880494845,15183.0,7.764677000558237,ad98e872,c8ec70a8,6114e18e,f2463ffb,4a570b45,6fcd6dcb,42fec9cb,f605eb7b,54fc547f,62da11e3,14874876,70fe7b3e,a77a4a56,be4ee537,7f39746d,4cdc3efa,d20856aa,b8170bba,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,9bf5aa34,337b81aa,e1be5ef2,42
1,8.0,381.0,8.0,3.0,32.39126543994337,2.0,0.0,7,19,1.0,5.7188198880494845,4.0,3.0,62770d79,92a5dd5a,7bc8b799,f2463ffb,6dc52bbc,6fcd6dcb,7c687cc5,0701b751,2e4e821f,2e027dc1,0c7c4231,55a3ea2b,a77a4a56,be4ee537,8f0383f0,4cdc3efa,d20856aa,b8170bba,9512c20b,c38e2f28,14f65a5d,25b1b089,d7c1fc0b,b5d62aa8,30436bfc,ed10571d,43
1,1.0,314.0,4.0,60.0,37.0,22.0,0.0,15,48,2.0,7.0,927.0,25.0,52c24e37,cedb59c2,6c27b7a1,d9a8ea57,c6fc10d3,6fcd6dcb,6c93faca,97d1bd60,e25a4c11,fa8190e8,95f8ca79,5988f33f,a77a4a56,be4ee537,d1da61f1,4cdc3efa,d20856aa,b8170bba,9512c20b,37daf7eb,e0ba9dca,93a0bf49,d3df7183,618fa829,30436bfc,b757e957,44
1,4.0,47.0,2.0,10.0,17.0,0.0,0.0,2,2,0.0,4.0,7163.0,2.0,6b3aae3e,b2605d47,b1be8e55,6faef306,c6fc10d3,6fcd6dcb,46338441,323523b6,2e4e821f,a4337e5c,840731ac,1a820be1,a77a4a56,be4ee537,70db658e,4cdc3efa,753da5f3,7232d217,09c8c22c,36cc6d1b,c2d67353,f15ea1c9,7d4eda62,be8bb7d8,991321ea,962813c6,45
1,1.0,537.0,6.601761753697804,181.0,17.0,0.0,0.0,0,7,0.0,5.0,5866.0,7.764677000558237,a8392444,3ffede64,1812fee4,4c3b4496,d45c1097,6fcd6dcb,bd749876,33dd39cd,2e4e821f,c68592df,d19bd6bf,b46c2ad8,a77a4a56,be4ee537,0335d36a,4cdc3efa,d20856aa,b8170bba,108a0699,608ba1e0,b03ac291,a33c3719,d3df7183,4e0369b6,30436bfc,2ba8d787,46
1,2.0,1090.0,6.0,13.0,30.0,2.0,0.0,1,17,1.0,9.0,362.0,6.0,265366bf,5b6b66b5,a74d1bfe,562f3e80,3a57336e,6fcd6dcb,62e218de,ab96c6b2,2e4e821f,e63d98b4,c939136f,482646e9,a77a4a56,be4ee537,dd7f4897,4cdc3efa,d20856aa,f7cfbdc4,108a0699,47849e55,73b3f46d,d994ba60,d3df7183,bc3b414b,0a95e0db,2ba8d787,47
1,8.0,242.0,2.0,2.0,3.0,13.0,0.0,0,22,2.0,2.0,40.0,2.0,23761952,5879ea73,3422be1d,6faef306,e755064d,6fcd6dcb,e9e13fbf,8f551379,54fc547f,21de9674,e77e95b3,4377aefd,a77a4a56,55191c09,eea7f013,2514f91d,1f7fc70b,f7cfbdc4,9512c20b,893b42e7,35cf18a6,7ec22fcb,adcbcf04,e9ba68ad,337b81aa,b757e957,48
0,33.51589739172469,7.0,6.601761753697804,120.16365172942831,32.39126543994337,0.0,0.0,0,0,0.0,5.7188198880494845,6252.0,7.764677000558237,5210d374,9af09449,18091f1d,6faef306,557c9c6f,6fcd6dcb,49348080,038e402d,7cee8453,f546a3fa,3804c429,12716184,e07cc34d,be4ee537,305b5807,4cdc3efa,d20856aa,b8170bba,9512c20b,50ff26db,c7008820,4279b7b3,d3df7183,89bf0d4f,d5578a54,b757e957,49
1,20.0,40.0,1.0,83.0,9.0,2.0,0.0,0,17,1.0,2.0,740.0,1.0,265366bf,55b5c780,6e9e9c63,6521d620,8b20d33c,6fcd6dcb,ee009494,ab96c6b2,2e4e821f,e63d98b4,c939136f,63e529ca,a77a4a56,be4ee537,39f151ef,4cdc3efa,d20856aa,b7771e51,9512c20b,47849e55,73b3f46d,d994ba60,d3df7183,8647c94d,30436bfc,ed10571d,50
1,7.0,40.0,4.0,120.16365172942831,8.0,0.0,0.0,1,4,0.0,3.0,0.0,4.0,489f21fd,3d238dfd,e3e2fbc8,6faef306,c6fc10d3,6fcd6dcb,452fcfbf,09f8a09d,54fc547f,83d1dda2,f3412ef9,a311c46c,a77a4a56,728b1935,2b083b96,10dd3744,1f7fc70b,b6bc86c5,9512c20b,56b9497f,64c66884,25545000,f53779e6,fdfad22c,337b81aa,97ba7709,51
0,2.0,408.0,6.601761753697804,120.16365172942831,4.0,2.2903154300558843,0.22369325204865856,0,1,0.3717501848624462,1.0,30515.0,7.764677000558237,788a5d5b,0f636fe1,4427013b,1a50b6ea,fcd95698,919c68e4,d95c2173,cd5745bc,7cee8453,16ec16d6,fa478aa9,49fa4619,a77a4a56,be4ee537,1748f7cb,4cdc3efa,d20856aa,b8170bba,9512c20b,ef426d46,0683bc6f,6e86ac23,d3df7183,4fc9db17,30436bfc,b757e957,52
0,1.0,46.0,2.0,43.0,1.0,0.0,0.0,18,4,0.0,1.0,21997.0,2.0,bda789f8,d4862688,842512d1,386c49ee,ba7366e9,6fcd6dcb,5a132212,b28887f0,e0d906cb,5220153c,fbd628c2,12716184,00c5ffb7,be4ee537,85c6c1bd,4cdc3efa,d20856aa,a1eb1511,0a1d513f,cf92d4f1,6c358944,904c978f,d3df7183,657f58f9,57e36578,b757e957,53
1,3.0,586.0,8.0,38.0,159.0,0.0,0.0,0,8,0.0,15.0,5316.0,8.0,265366bf,55b5c780,1a458aa0,f7f54f97,cbd89a13,6fcd6dcb,e73abe1a,ab96c6b2,2e4e821f,e63d98b4,c939136f,46854da9,a77a4a56,be4ee537,39f151ef,4cdc3efa,d20856aa,b8170bba,7a7178b2,47849e55,73b3f46d,d994ba60,d3df7183,eed4c9d8,0a95e0db,ed10571d,54
1,2.0,37.0,0.0,0.0,3.0,7.0,0.0,0,3,1.0,1.0,53.0,0.0,f5315ba4,d93d203b,d9bd1c88,f2463ffb,4abca76d,6fcd6dcb,3f3988b9,5f180614,a48e16ed,2a7267c9,eb0fb76b,03d232c6,a77a4a56,0e50b43c,8621db57,10dd3744,1f7fc70b,7232d217,139221a3,3e0e19a1,2fed1921,a8c78bc4,d4d2188d,6a6b0ca6,ff654802,2ccea557,55
1,12.0,265.0,7.0,1.0,42.0,6.0,0.0,1,18,2.0,16.0,1.0,1.0,78f8f476,11074985,d4a0391e,f2463ffb,729e35ab,6fcd6dcb,ebccd418,09f8a09d,54fc547f,0a19f12a,b578c1bf,f864c05f,a77a4a56,908370c3,2b083b96,10dd3744,1f7fc70b,b8170bba,9512c20b,adfd4d42,c14542f4,edcb60f2,b15767c4,8b32bd78,337b81aa,2f33557c,56
