label,feature_integer1,feature_integer2,feature_integer3,feature_integer4,feature_integer5,feature_integer6,feature_integer7,feature_integer8,feature_integer9,feature_integer10,feature_integer11,feature_integer12,feature_integer13,categorical_feature1,categorical_feature2,categorical_feature3,categorical_feature4,categorical_feature5,categorical_feature6,categorical_feature7,categorical_feature8,categorical_feature9,categorical_feature10,categorical_feature11,categorical_feature12,categorical_feature13,categorical_feature14,categorical_feature15,categorical_feature16,categorical_feature17,categorical_feature18,categorical_feature19,categorical_feature20,categorical_feature21,categorical_feature22,categorical_feature23,categorical_feature24,categorical_feature25,categorical_feature26,Id
0,44.0,848.0,5.0,161.33123689727464,22.325581395348838,0.0,0.0,367,0,0.0,4.032200357781753,7135.0,19.0,ad98e872,3dbb483e,6faa15d5,b450c50b,729e35ab,6fcd6dcb,ab16ed81,54cd7262,7cee8453,62da11e3,14874876,8cb6fb8e,26bb0b02,be4ee537,a63cedcf,4cdc3efa,d20856aa,b8170bba,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,75350c8a,ff654802,e1be5ef2,10
0,29.75741935483871,50.0,6.985313751668892,44.0,15.0,1.1633771929824561,0.0,64,0,0.19517543859649122,9.0,8110.0,9.296395193591454,09fd7fc8,d92abd7e,2826bc68,f2463ffb,c6fc10d3,6fcd6dcb,5d9d7737,73175208,25dd8f9a,6bc41856,17090bdd,72ea3b2a,a77a4a56,be4ee537,37047743,4cdc3efa,d20856aa,a1eb1511,9512c20b,61d5ec7b,fcfdafc7,b170d5da,d3df7183,e4dd02fa,0b3c06d0,ed10571d,11
0,37.0,200.0,17.0,161.33123689727464,22.325581395348838,0.0,0.0,2,36,0.0,4.032200357781753,8794.0,17.0,359aaecc,f501e8d6,43504368,f2463ffb,7013d57f,6fcd6dcb,000112e6,31ab2058,25dd8f9a,e03edfc6,c0a6de8a,3cbe8f5b,26bb0b02,be4ee537,fe6de11a,4cdc3efa,d20856aa,b8170bba,9512c20b,60613a1b,b87fcabd,a11541d0,2b2a5feb,1cc4a4d7,0b3c06d0,6c730e3e,12
0,4.0,134.0,1.0,141.0,2.0,0.0,0.0,2,4,0.0,1.0,2805.0,1.0,7ffd46c3,710103fd,a1407382,f2463ffb,664ff944,6fcd6dcb,62d8072d,09f8a09d,2e4e821f,0c416269,11828c20,9307eb5a,a77a4a56,e0191b98,2b083b96,10dd3744,d20856aa,b8170bba,9512c20b,58c0b489,8d5b415b,abd3b4a3,d9394879,050fbc68,ff654802,b757e957,13
0,120.0,137.0,33.0,52.0,16.0,0.0,0.0,6,47,0.0,2.0,2960.0,33.0,9a8cb066,7a06385f,417e6103,6faef306,f8990a45,6fcd6dcb,4628641f,670da99c,2e4e821f,e02b43b2,b59debeb,c78e8d02,a77a4a56,521d9fcb,484a5e08,330c9d3e,1f7fc70b,a1eb1511,9512c20b,09923add,a4b5cdff,887eac7c,21f683ca,7cc1f2ce,30436bfc,2ccea557,14
0,25.0,458.0230769230769,23.0,4.0,22.325581395348838,9.0,0.0,1,20,2.0,4.032200357781753,24.0,4.0,77519961,a0d14bda,b69d8ea9,f2463ffb,1315f676,6fcd6dcb,0e005bd7,09f8a09d,e25a4c11,fea5bfef,cdbe07fc,368758a5,a77a4a56,f11143e1,2b083b96,10dd3744,753da5f3,b8170bba,9512c20b,6875a3aa,d003e689,5d2ac7de,b8504d58,893704a5,cdc3217e,2ccea557,15
0,5.0,458.0230769230769,6.0,161.33123689727464,22.325581395348838,0.0,0.0,0,6,0.0,4.032200357781753,21.0,6.0,447072d2,831049b5,02c63370,f2463ffb,77de23ef,6fcd6dcb,0d729ac2,67db932f,7cee8453,80485d46,f8b2f917,35943b59,a77a4a56,be4ee537,bb7c59a5,4cdc3efa,d20856aa,b8170bba,108a0699,1b95be85,a014cf28,9b282c5d,d3df7183,cb728d59,ff654802,2997ef88,16
0,69.0,1.0,6.985313751668892,0.0,22.325581395348838,1.0,0.0,62,0,1.0,4.032200357781753,417.0,9.296395193591454,3a20c9b6,c2ae8fa1,6faa15d5,7c2ddbc9,48012eba,6fcd6dcb,ab16ed81,09f8a09d,7cee8453,fa677e2a,5e54d1d3,25f2c3b4,00c5ffb7,108ba3b8,2b083b96,10dd3744,1f7fc70b,a1eb1511,9512c20b,69400009,b0b68506,1cd2f569,a9cd696c,75350c8a,30436bfc,de53bdf9,17
0,3.0,182.0,6.985313751668892,161.33123689727464,1.0,0.0,0.0,5,5,0.0,1.0,6037.0,9.296395193591454,e5f3fd8d,a15d1051,72181f31,f2463ffb,c6fc10d3,6fcd6dcb,0713b9fc,43426c29,a48e16ed,7de9c0a9,6652dc64,12716184,00c5ffb7,be4ee537,f3bbfe99,4cdc3efa,d20856aa,b8170bba,9512c20b,febfd863,a3323ca1,c8e1ee56,1752e9e8,55c7bb6e,991321ea,ed10571d,18
0,1.0,234.0,1.0,3.0,8.0,2.0,0.0,529,10,2.0,7.0,953.0,1.0,072027fa,21789080,3223c131,f2463ffb,c6fc10d3,6fcd6dcb,e7a411ba,038e402d,2e4e821f,0062a7ef,1265d4e1,12716184,a77a4a56,be4ee537,d6bf7ba2,4cdc3efa,d20856aa,b8170bba,139221a3,361870aa,3a4ecfc2,8afc45d1,d3df7183,a103e60f,ff654802,de53bdf9,19
0,26.0,25.0,21.0,39.0,22.325581395348838,1.0,0.0,7,39,1.0,4.032200357781753,185.0,21.0,b6234752,47d74f96,1c72c87a,f2463ffb,664ff944,6fcd6dcb,6ef518f6,0a51b347,2e4e821f,30470d48,b04f1f78,17efe124,00c5ffb7,521d9fcb,16bc3ed8,10dd3744,d20856aa,b8170bba,55191c09,be94c3f1,994bee8d,4e83ea74,4bfaa00e,7e9af04d,30436bfc,2ccea557,20
0,29.75741935483871,357.0,6.985313751668892,71.0,5.0,0.0,0.0,-1,3,0.0,4.0,3972.0,9.296395193591454,7e4136de,6b984ecd,133ff2f5,f2463ffb,c6fc10d3,6fcd6dcb,e3f49230,09f8a09d,2e4e821f,e3d44685,b2f773ba,f4b29f84,a77a4a56,a5f7f8f0,af1a26a4,10dd3744,d20856aa,b8170bba,9512c20b,3aeb7837,1d216527,40bf0d63,4e6c8d9b,de2b0ee0,30436bfc,962813c6,21
0,51.0,102.0,12.0,161.33123689727464,22.325581395348838,0.0,0.0,7,20,0.0,4.032200357781753,1628.0,12.0,db0fe767,b0a6c672,5b22ec6e,fd41464d,72cfa737,6fcd6dcb,d3c1b92a,a77d6062,e25a4c11,4e3e9062,1c3253e4,8cb59885,405ca118,521d9fcb,d6d40d86,fc1ec9da,753da5f3,b8170bba,9512c20b,dada6dfa,6568bf02,900a3357,407bd49a,7d9220de,cdc3217e,de53bdf9,22
0,9.0,87.0,6.985313751668892,5.0,5.0,1.0,0.0,1,1,1.0,2.0,214.0,9.296395193591454,9b738274,7898ef76,591d7449,f2463ffb,c6fc10d3,6fcd6dcb,e87fcdaa,e6c7ef3a,2e4e821f,1e9433fb,e50cc94b,14b42e8d,a77a4a56,be4ee537,3b35b996,4cdc3efa,753da5f3,628f1b8d,9512c20b,1a0af648,13b96cbc,3f2bae22,209c86ee,75eda050,30436bfc,b757e957,23
0,31.0,41.0,2.0,161.33123689727464,22.325581395348838,0.0,0.0,1,29,0.0,4.032200357781753,39974.0,8.0,988fd079,c3912001,08a58d85,da8a3421,3cd69f23,6fcd6dcb,b0251549,09f8a09d,7cee8453,361b0a18,c789f113,12716184,e07cc34d,da54b164,2b083b96,10dd3744,1f7fc70b,a1eb1511,9512c20b,2392125f,48dd5ed4,2603b460,db4454d6,23c9aee6,991321ea,ed10571d,24
0,15.0,319.0,5.0,5.0,3.0,5.0,0.0,4,6,1.0,1.0,10.0,5.0,ad98e872,64649c8d,3fcccacd,f2463ffb,ff731a3e,6fcd6dcb,1dd7694f,670da99c,2e4e821f,62da11e3,14874876,2c6f4b80,a77a4a56,e9e07b43,484a5e08,10dd3744,1f7fc70b,b8170bba,9512c20b,156cbe87,96fbe197,15562d5d,77b93143,e787d3d7,30436bfc,a7ab145d,25
0,9.0,39.0,5.0,161.33123689727464,22.325581395348838,0.0,0.0,2,9,0.0,4.032200357781753,210525.0,5.0,2b567f39,191fa7b7,313d490b,f2463ffb,729e35ab,919c68e4,3b93b1a1,b376349d,2e4e821f,139bc82f,671f117d,4eb498ec,f4fc3c5e,be4ee537,9ad63abb,4cdc3efa,d20856aa,b8170bba,9512c20b,71d39bcb,e020817e,5b0d1132,f3bc9fe4,a6e22eb1,30436bfc,2ccea557,26
0,6.0,1369.0,1.0,161.33123689727464,4.0,0.0,0.0,51,0,0.0,2.0,8537.0,1.0,ad98e872,cea68cd3,3cd7902e,b6c02e27,a675ec11,6fcd6dcb,000d2af9,c0375b13,2e4e821f,62da11e3,14874876,46279d9d,a77a4a56,be4ee537,fdc9e405,4cdc3efa,d20856aa,628f1b8d,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,7cd621f3,30436bfc,e1be5ef2,27
0,29.75741935483871,274.0,6.985313751668892,27.0,5.0,0.0,0.0,-1,1,0.0,2.0,1333.0,9.296395193591454,a5ba1c3d,ebaec6a9,9a39e796,72e99bed,c6fc10d3,6fcd6dcb,4e51c029,bb8f153d,1df5e154,ac062eaf,750506a2,faea8aa0,d49eb1df,be4ee537,807d0495,4cdc3efa,d20856aa,b8170bba,9512c20b,080347b3,8e01df1e,607fc1a8,d3df7183,2a0f0265,30436bfc,b757e957,28
0,29.75741935483871,259.0,6.985313751668892,161.33123689727464,22.325581395348838,0.0,0.0,650,9,0.0,4.032200357781753,25915.0,9.296395193591454,4f50727e,e322cd37,e5f2e164,a9b6a478,1315f676,6fcd6dcb,7207a047,32a89b0c,2e4e821f,bfcab6f1,fa478aa9,be865b3a,405ca118,be4ee537,e33843b9,4cdc3efa,d20856aa,c013b6d8,9512c20b,88bd2b10,0683bc6f,167e3434,d3df7183,8b17110d,30436bfc,b757e957,29
0,11.0,458.0230769230769,2.0,161.33123689727464,22.325581395348838,0.0,0.0,73,13,0.0,4.032200357781753,374.0,2.0,ad98e872,cea68cd3,de46ba74,f2463ffb,c6fc10d3,6fcd6dcb,9733ef6e,c0375b13,2e4e821f,62da11e3,14874876,00e12ed9,405ca118,be4ee537,fdc9e405,4cdc3efa,d20856aa,b8170bba,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,8157167e,991321ea,e1be5ef2,30
0,29.75741935483871,804.0,6.985313751668892,161.33123689727464,22.325581395348838,0.0,0.0,0,8,0.0,4.032200357781753,14459.0,9.296395193591454,8a2b1e43,a205a7ee,6e83c5d8,25e5922e,c6fc10d3,6fcd6dcb,d3f5b2e4,ec70a584,a48e16ed,31184e3d,fa478aa9,12716184,e07cc34d,be4ee537,1db5813f,4cdc3efa,d20856aa,b6bc86c5,55191c09,8024f45f,0683bc6f,fa7eca6c,d3df7183,ac259a0a,991321ea,2ccea557,31
0,19.0,216.0,2.0,161.33123689727464,22.325581395348838,0.0,0.0,33,2,0.0,4.032200357781753,1524.0,2.0,ad98e872,e56937ee,9d0cd913,f2463ffb,ddb7a5d6,6fcd6dcb,dae15aa8,060ba641,2e4e821f,62da11e3,14874876,76026cc7,405ca118,be4ee537,4dcc1c44,4cdc3efa,d20856aa,a1eb1511,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,823b930c,30436bfc,e1be5ef2,32
1,29.75741935483871,2.0,0.0,0.0,17.0,1.0,0.0,63,0,1.0,1.0,1.0,0.0,f0c1aa44,2f6d137f,af84cf44,f2463ffb,d0573232,6fcd6dcb,a2e8808c,038e402d,54fc547f,8e44c52e,a16ae4aa,1e9107c8,a77a4a56,be4ee537,b9222341,4cdc3efa,d20856aa,b6bc86c5,9512c20b,60acc27c,fd7e1c8d,56586469,d3df7183,99c2f4d8,337b81aa,2ccea557,33
0,3.0,205.0,5.0,161.33123689727464,22.325581395348838,0.0,0.0,1,6,0.0,4.032200357781753,3551.0,5.0,788a5d5b,0f636fe1,2e8b2631,b0c5e548,c6fc10d3,6fcd6dcb,16e08b25,cd5745bc,2e4e821f,16ec16d6,fa478aa9,2974d88b,f4fc3c5e,be4ee537,1748f7cb,4cdc3efa,d20856aa,b8170bba,9512c20b,ef426d46,0683bc6f,6e86ac23,d3df7183,1652193e,991321ea,b757e957,34
0,51.0,581.0,6.0,2.0,22.325581395348838,6.0,0.0,8,0,1.0,4.032200357781753,1.0,2.0,ad98e872,3dbb483e,554c378e,f2463ffb,729e35ab,6fcd6dcb,f29ff0ea,54cd7262,7cee8453,62da11e3,14874876,a86bd73e,a77a4a56,be4ee537,a63cedcf,4cdc3efa,d20856aa,b8170bba,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,3960ecb6,d5578a54,e1be5ef2,35
0,1.0,42.0,1.0,161.33123689727464,22.325581395348838,0.0,0.0,59,3,0.0,4.032200357781753,2880.0,1.0,447bea2f,c7d84a9b,3314c56a,6faef306,e5cef8a0,6fcd6dcb,75411f49,670da99c,54fc547f,d4d2e772,66d09eef,12716184,f4fc3c5e,e9d5911e,484a5e08,330c9d3e,753da5f3,b8170bba,0a1d513f,c9a1fb4d,bbd59d61,72213451,60345f67,c0f3435c,337b81aa,6c730e3e,36
0,29.75741935483871,80.0,6.985313751668892,227.0,1.0,0.0,0.0,131,5,0.0,1.0,4286.0,9.296395193591454,c8b4195b,50646d15,4bf88d80,b17e4793,c6fc10d3,6fcd6dcb,3adc0001,0bcd3004,2e4e821f,c6954977,0da2c36c,8260dd77,a77a4a56,be4ee537,2f8017d8,4cdc3efa,d20856aa,b8170bba,09c8c22c,452e2b60,7fe52a5b,fc180de7,d3df7183,10e33767,ff654802,7c94c9ef,37
0,2.0,121.0,6.985313751668892,12.0,2.0,0.0,0.0,23,4,0.0,1.0,4803.0,9.296395193591454,e5f3fd8d,a15d1051,f249d615,b17e4793,f1738f48,6fcd6dcb,9f126183,43426c29,46dedfa6,7de9c0a9,6652dc64,12716184,bf78d0d4,be4ee537,f3bbfe99,4cdc3efa,d20856aa,b8170bba,9512c20b,febfd863,a3323ca1,c8e1ee56,1752e9e8,05b94a64,30436bfc,ed10571d,38
0,2.0,30.0,2.0,17.0,3.0,0.0,0.0,546,2,0.0,2.0,7276.0,2.0,f2e5aef9,96105a6b,a3c11ac9,f2463ffb,c6fc10d3,6fcd6dcb,49348080,44c46104,e25a4c11,ddd64a96,647a3434,1459afa2,26bb0b02,be4ee537,3de023d7,4cdc3efa,d20856aa,b8170bba,09c8c22c,ca56d2aa,9b733b4f,d2e1478f,d3df7183,89bf0d4f,30436bfc,ed10571d,39
0,1.0,22.0,1.0,1.0,22.325581395348838,1.0,0.0,114,1,1.0,4.032200357781753,8.0,1.0,ad98e872,e56937ee,84d25245,da8a3421,3cd69f23,6fcd6dcb,2d47be61,060ba641,46dedfa6,62da11e3,14874876,1f25f577,00c5ffb7,be4ee537,4dcc1c44,4cdc3efa,d20856aa,a1eb1511,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,171cfb6c,d5578a54,e1be5ef2,40
0,1.0,314.0,14.0,161.33123689727464,1.0,0.0,0.0,2,17,0.0,1.0,21.0,8.0,788a5d5b,0f636fe1,1d2428bc,f7f54f97,dc635801,6fcd6dcb,145739a1,cd5745bc,2e4e821f,16ec16d6,fa478aa9,708b2f06,00c5ffb7,be4ee537,1748f7cb,4cdc3efa,d20856aa,b8170bba,9512c20b,ef426d46,0683bc6f,6e86ac23,d3df7183,4a64d9a2,30436bfc,b757e957,41
0,1.0,1157.0,4.0,161.33123689727464,6.0,0.0,0.0,2,4,0.0,2.0,30460.0,4.0,4f50727e,4124eb73,e721c74d,3f85ecae,664ff944,6fcd6dcb,f6153b91,75893ae5,2e4e821f,bfcab6f1,fa478aa9,86e46436,a77a4a56,be4ee537,b9df7508,4cdc3efa,d20856aa,a1eb1511,9512c20b,88bd2b10,0683bc6f,167e3434,d3df7183,9aed372d,30436bfc,ed10571d,42
0,62.0,6.0,16.0,161.33123689727464,22.325581395348838,0.0,0.0,41,3,0.0,4.032200357781753,1499.0,25.0,ad98e872,cea68cd3,417e6103,cb6f8123,e39ec984,6fcd6dcb,4628641f,c0375b13,2e4e821f,62da11e3,14874876,da12abf4,bf78d0d4,be4ee537,fdc9e405,4cdc3efa,d20856aa,b8170bba,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,7cc1f2ce,30436bfc,e1be5ef2,43
0,94.0,1631.0,20.0,161.33123689727464,22.325581395348838,0.0,0.0,9,5,0.0,4.032200357781753,578.0,54.0,ad98e872,cea68cd3,9fd46023,386c49ee,25e74633,6fcd6dcb,d6135635,c0375b13,2e4e821f,62da11e3,14874876,e9d22fcd,bf78d0d4,be4ee537,fdc9e405,4cdc3efa,d20856aa,b8170bba,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,03d140a9,30436bfc,e1be5ef2,44
1,11.0,93.0,3.0,2.0,1.0,5.0,0.0,5,3,1.0,1.0,1.0,2.0,6f877ce8,58cc2d25,9b48ba97,f2463ffb,d90dd51f,6fcd6dcb,44e89d88,6032e7d9,2e4e821f,7befeb7a,f09ed551,6af001bb,a77a4a56,be4ee537,4a9e2549,4cdc3efa,d20856aa,b8170bba,09c8c22c,f050797f,c8728130,68b76246,d4f97eda,2b83bb83,ff654802,b757e957,45
0,66.0,1163.0,3.0,8.0,169.0,4.0,0.0,1,24,1.0,25.0,419.0,8.0,ad98e872,420acc05,ef7bbbbc,9a2ee49e,8be600ee,6fcd6dcb,33115ced,e013af63,46dedfa6,62da11e3,14874876,12716184,f4fc3c5e,be4ee537,e9b95271,4cdc3efa,d20856aa,f98b0db1,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,c9e278f3,30436bfc,e1be5ef2,46
0,1.0,191.0,3.0,39.0,7.0,0.0,0.0,0,3,0.0,3.0,5639.0,3.0,265366bf,5b6b66b5,e668e35c,7dc53f80,6ca919cf,6fcd6dcb,12d2971b,ab96c6b2,1df5e154,e63d98b4,c939136f,64f2caf7,a77a4a56,be4ee537,dd7f4897,4cdc3efa,d20856aa,b8170bba,108a0699,47849e55,73b3f46d,d994ba60,d3df7183,fab13581,30436bfc,2ba8d787,47
0,3.0,1754.0,3.0,29.0,47.0,0.0,0.0,9,14,0.0,21.0,3362.0,3.0,24f413a6,eb42f208,01a78930,6521d620,f1738f48,6fcd6dcb,be59d901,038e402d,2e4e821f,bd1e58c4,0811fa12,12716184,a77a4a56,be4ee537,aa844744,4cdc3efa,d20856aa,a1eb1511,139221a3,39bb4aab,1ce4a5c4,b7d24d7a,d3df7183,e139e764,ff654802,962813c6,48
0,1.0,304.0,6.985313751668892,99.0,22.325581395348838,1.0,0.0,2,11,1.0,4.032200357781753,1056.0,9.296395193591454,2d183deb,d24544fc,5714da52,d9a8ea57,c6fc10d3,6fcd6dcb,4ed0b9ef,038e402d,2e4e821f,c8aebe16,e97feb36,864124db,00c5ffb7,be4ee537,eefe0e5e,4cdc3efa,d20856aa,b8170bba,9512c20b,a5199cd6,a2a4a30c,046a731d,d3df7183,10faae8f,ff654802,b757e957,49
0,1.0,846.0,12.0,153.0,76.0,0.0,1.0,5,38,0.0,21.0,475.0,12.0,ede3fe21,7489eb62,3d983690,6faef306,5ec121df,6fcd6dcb,dbf453f7,8d82e569,e25a4c11,797e6117,6e49812f,fa28775c,26bb0b02,be4ee537,a64a7761,4cdc3efa,d20856aa,b8170bba,55191c09,a785c918,85a8f883,453aff95,d3df7183,48c76f03,991321ea,ed10571d,50
0,65.0,365.0,9.0,421.0,2.0,0.0,0.0,0,5,0.0,1.0,22017.0,14.0,ad98e872,710103fd,745f9b84,67ecc871,3a57336e,6fcd6dcb,e25d80d4,09f8a09d,e25a4c11,62da11e3,14874876,f2b55657,bf78d0d4,521d9fcb,2b083b96,10dd3744,1f7fc70b,b8170bba,9512c20b,156cbe87,96fbe197,15562d5d,b8e15106,7cabdfbd,cdc3217e,b757e957,51
1,10.0,682.0,6.985313751668892,161.33123689727464,1.0,0.0,0.0,274,0,0.0,1.0,2.0,9.296395193591454,ad98e872,cea68cd3,3cd7902e,ccea6e26,8ad478eb,6fcd6dcb,000d2af9,c0375b13,7cee8453,62da11e3,14874876,9e5c4993,bf78d0d4,be4ee537,fdc9e405,4cdc3efa,d20856aa,105c0c59,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,7cd621f3,991321ea,e1be5ef2,52
0,5.0,903.0,6.0,309.0,7.0,0.0,0.0,0,33,0.0,4.0,2515.0,6.0,32823532,000877b3,6c6c8a4b,6521d620,664ff944,6fcd6dcb,90b1c60b,59903d33,2e4e821f,4110f1ef,064dca9e,4b1e166a,a77a4a56,da54b164,b867d0bc,83f41762,753da5f3,b8170bba,1889c49d,33dbe2e2,1a521a2b,c2e7eb7a,7682879f,e6a3542f,30436bfc,ed10571d,53
0,118.0,2216.0,70.0,161.33123689727464,13.0,0.0,0.0,48,0,0.0,3.0,4.0,102.0,ad98e872,3dbb483e,c3d2d035,6521d620,9f1cf04e,6fcd6dcb,e7222fbe,54cd7262,2e4e821f,62da11e3,14874876,7cb8c542,a77a4a56,be4ee537,a63cedcf,4cdc3efa,d20856aa,a1eb1511,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,165fbf32,ff654802,e1be5ef2,54
0,7.0,62.0,3.0,161.33123689727464,22.325581395348838,0.0,0.0,1,3,0.0,4.032200357781753,70581.0,3.0,d915da44,aeb90c69,05532a26,c6f42255,3389d680,919c68e4,a16c1c7a,401bad73,2e4e821f,1f0599c5,a719921c,b36f55df,a77a4a56,be4ee537,c820dd69,4cdc3efa,d20856aa,b8170bba,09c8c22c,af5e8f61,0d1fefde,4ba60f9d,d3df7183,0ad25aad,30436bfc,c78d3e34,55
0,29.75741935483871,117.0,1.0,666.0,1.0,0.0,0.0,0,1,0.0,1.0,15272.0,1.0,265366bf,6f5c7c41,f01c55b2,67ecc871,1315f676,6fcd6dcb,1b066087,ab96c6b2,a48e16ed,e63d98b4,c939136f,d1727604,00c5ffb7,be4ee537,3b972bfb,4cdc3efa,d20856aa,b8170bba,9512c20b,47849e55,73b3f46d,d994ba60,d3df7183,609998d1,30436bfc,b757e957,56
